train_contrastive_loss,train_log_likelihood,train_entropy,train_b_diversity,train_c_diversity,train_diversity,train_n_unique_codewords,dev_contrastive_loss,dev_log_likelihood,dev_entropy,dev_b_diversity,dev_c_diversity,dev_diversity,dev_n_unique_codewords,test_contrastive_loss,test_log_likelihood,test_entropy,test_b_diversity,test_c_diversity,test_diversity,test_n_unique_codewords
4.163316677143047,10.2508598401949,9.903036444527762,5.532044096116896,4.12808084487915,6.024738788604736,12635.0,4.167258784058806,10.35337324761725,10.00552892313375,5.532018522782759,4.119245529174805,5.987457752227783,9472.0,4.161401358104888,10.201235970996676,9.853783062526158,5.532335799080985,4.1540679931640625,6.065511226654053,9968.0
4.111743206172794,10.2523139879301,9.900938207452947,5.531465240577599,4.090741157531738,5.962616920471191,12552.0,4.108921145154284,10.35483547557484,10.003414025244775,5.531434422034722,4.082214832305908,5.928099632263184,9399.0,4.115742710658482,10.202665655953544,9.851709583827427,5.531767450060163,4.1182756423950195,6.006560325622559,9890.0
4.111743206172794,10.2523139879301,9.900938207452947,5.531465240577599,4.090741157531738,5.962616920471191,12552.0,4.108921145154284,10.35483547557484,10.003414025244775,5.531434422034722,4.082214832305908,5.928099632263184,9399.0,4.115742710658482,10.202665655953544,9.851709583827427,5.531767450060163,4.1182756423950195,6.006560325622559,9890.0
4.111743206172794,10.2523139879301,9.900938207452947,5.531465240577599,4.090741157531738,5.962616920471191,12552.0,4.108921145154284,10.35483547557484,10.003414025244775,5.531434422034722,4.082214832305908,5.928099632263184,9399.0,4.115742710658482,10.202665655953544,9.851709583827427,5.531767450060163,4.1182756423950195,6.006560325622559,9890.0
3.8785484177725658,10.463442993164062,9.568022472827465,5.325521672236455,3.7742323875427246,5.328030586242676,10559.0,3.870808893055111,10.567777465225815,9.669235318666928,5.325008194167893,3.7691540718078613,5.303097724914551,7669.0,3.877761195954822,10.409520403544109,9.524578884669713,5.329934801374163,3.7952609062194824,5.365516185760498,8160.0
3.8785484177725658,10.463442993164062,9.568022472827465,5.325521672236455,3.7742323875427246,5.328030586242676,10559.0,3.870808893055111,10.567777465225815,9.669235318666928,5.325008194167893,3.7691540718078613,5.303097724914551,7669.0,3.877761195954822,10.409520403544109,9.524578884669713,5.329934801374163,3.7952609062194824,5.365516185760498,8160.0
3.8785484177725658,10.463442993164062,9.568022472827465,5.325521672236455,3.7742323875427246,5.328030586242676,10559.0,3.870808893055111,10.567777465225815,9.669235318666928,5.325008194167893,3.7691540718078613,5.303097724914551,7669.0,3.877761195954822,10.409520403544109,9.524578884669713,5.329934801374163,3.7952609062194824,5.365516185760498,8160.0
3.8785484177725658,10.463442993164062,9.568022472827465,5.325521672236455,3.7742323875427246,5.328030586242676,10559.0,3.870808893055111,10.567777465225815,9.669235318666928,5.325008194167893,3.7691540718078613,5.303097724914551,7669.0,3.877761195954822,10.409520403544109,9.524578884669713,5.329934801374163,3.7952609062194824,5.365516185760498,8160.0
3.7209987200699843,10.600697064090085,9.367598828402432,5.204249064953296,3.1821129322052,4.185840606689453,7234.0,3.7137012302101433,10.705437395170138,9.469201045841366,5.204669255095643,3.176353931427002,4.159575462341309,4988.0,3.7293284824916295,10.543050266447521,9.331414340791248,5.214316418057396,3.202033042907715,4.225071907043457,5388.0
3.7209987200699843,10.600697064090085,9.367598828402432,5.204249064953296,3.1821129322052,4.185840606689453,7234.0,3.7137012302101433,10.705437395170138,9.469201045841366,5.204669255095643,3.176353931427002,4.159575462341309,4988.0,3.7293284824916295,10.543050266447521,9.331414340791248,5.214316418057396,3.202033042907715,4.225071907043457,5388.0
3.7209987200699843,10.600697064090085,9.367598828402432,5.204249064953296,3.1821129322052,4.185840606689453,7234.0,3.7137012302101433,10.705437395170138,9.469201045841366,5.204669255095643,3.176353931427002,4.159575462341309,4988.0,3.7293284824916295,10.543050266447521,9.331414340791248,5.214316418057396,3.202033042907715,4.225071907043457,5388.0
3.7209987200699843,10.600697064090085,9.367598828402432,5.204249064953296,3.1821129322052,4.185840606689453,7234.0,3.7137012302101433,10.705437395170138,9.469201045841366,5.204669255095643,3.176353931427002,4.159575462341309,4988.0,3.7293284824916295,10.543050266447521,9.331414340791248,5.214316418057396,3.202033042907715,4.225071907043457,5388.0
3.5156509572809393,10.841130273992365,8.913593428475517,4.925416505491579,3.1546790599823,4.234096527099609,6733.0,3.512636666483693,10.94668567211597,9.013031689532392,4.924796310028473,3.1519317626953125,4.214088439941406,4797.0,3.532902565456572,10.781499944414412,8.886022059122721,4.943013182140532,3.18336820602417,4.2906694412231445,5138.0
3.5156509572809393,10.841130273992365,8.913593428475517,4.925416505491579,3.1546790599823,4.234096527099609,6733.0,3.512636666483693,10.94668567211597,9.013031689532392,4.924796310028473,3.1519317626953125,4.214088439941406,4797.0,3.532902565456572,10.781499944414412,8.886022059122721,4.943013182140532,3.18336820602417,4.2906694412231445,5138.0
3.5156509572809393,10.841130273992365,8.913593428475517,4.925416505491579,3.1546790599823,4.234096527099609,6733.0,3.512636666483693,10.94668567211597,9.013031689532392,4.924796310028473,3.1519317626953125,4.214088439941406,4797.0,3.532902565456572,10.781499944414412,8.886022059122721,4.943013182140532,3.18336820602417,4.2906694412231445,5138.0
3.5156509572809393,10.841130273992365,8.913593428475517,4.925416505491579,3.1546790599823,4.234096527099609,6733.0,3.512636666483693,10.94668567211597,9.013031689532392,4.924796310028473,3.1519317626953125,4.214088439941406,4797.0,3.532902565456572,10.781499944414412,8.886022059122721,4.943013182140532,3.18336820602417,4.2906694412231445,5138.0
3.4778518565289387,10.80375076640736,8.99722606609394,5.0249278378177,3.1518914699554443,4.209055423736572,6767.0,3.4885936192103792,10.909392557515726,9.096504256013151,5.023864183797465,3.1510214805603027,4.19293737411499,4853.0,3.5029007684616817,10.744227209545317,8.96904658362979,5.041034117199126,3.1812968254089355,4.271007061004639,5282.0
3.4778518565289387,10.80375076640736,8.99722606609394,5.0249278378177,3.1518914699554443,4.209055423736572,6767.0,3.4885936192103792,10.909392557515726,9.096504256013151,5.023864183797465,3.1510214805603027,4.19293737411499,4853.0,3.5029007684616817,10.744227209545317,8.96904658362979,5.041034117199126,3.1812968254089355,4.271007061004639,5282.0
3.4778518565289387,10.80375076640736,8.99722606609394,5.0249278378177,3.1518914699554443,4.209055423736572,6767.0,3.4885936192103792,10.909392557515726,9.096504256013151,5.023864183797465,3.1510214805603027,4.19293737411499,4853.0,3.5029007684616817,10.744227209545317,8.96904658362979,5.041034117199126,3.1812968254089355,4.271007061004639,5282.0
3.4778518565289387,10.80375076640736,8.99722606609394,5.0249278378177,3.1518914699554443,4.209055423736572,6767.0,3.4885936192103792,10.909392557515726,9.096504256013151,5.023864183797465,3.1510214805603027,4.19293737411499,4853.0,3.5029007684616817,10.744227209545317,8.96904658362979,5.041034117199126,3.1812968254089355,4.271007061004639,5282.0
3.37684542792184,10.947993365201084,8.754551414390663,4.894371027760691,3.0508627891540527,4.056956768035889,4930.0,3.376693425240455,11.052134689727387,8.856032735651189,4.893983674978281,3.0471441745758057,4.036980628967285,3549.0,3.3918352808271135,10.887223025730679,8.728494707743327,4.911745552789597,3.0722544193267822,4.1078596115112305,3894.0
3.37684542792184,10.947993365201084,8.754551414390663,4.894371027760691,3.0508627891540527,4.056956768035889,4930.0,3.376693425240455,11.052134689727387,8.856032735651189,4.893983674978281,3.0471441745758057,4.036980628967285,3549.0,3.3918352808271135,10.887223025730679,8.728494707743327,4.911745552789597,3.0722544193267822,4.1078596115112305,3894.0
3.37684542792184,10.947993365201084,8.754551414390663,4.894371027760691,3.0508627891540527,4.056956768035889,4930.0,3.376693425240455,11.052134689727387,8.856032735651189,4.893983674978281,3.0471441745758057,4.036980628967285,3549.0,3.3918352808271135,10.887223025730679,8.728494707743327,4.911745552789597,3.0722544193267822,4.1078596115112305,3894.0
3.37684542792184,10.947993365201084,8.754551414390663,4.894371027760691,3.0508627891540527,4.056956768035889,4930.0,3.376693425240455,11.052134689727387,8.856032735651189,4.893983674978281,3.0471441745758057,4.036980628967285,3549.0,3.3918352808271135,10.887223025730679,8.728494707743327,4.911745552789597,3.0722544193267822,4.1078596115112305,3894.0
3.309016532402534,11.102954344315963,8.545113040874531,4.783268509901963,2.8438525199890137,3.6323297023773193,3762.0,3.3221418857574463,11.207763758572666,8.6454806984245,4.781776850564139,2.8444652557373047,3.622046947479248,2723.0,3.3290628728412446,11.044711766924177,8.513542838323684,4.797346106029692,2.8622214794158936,3.6685590744018555,2981.0
3.309016532402534,11.102954344315963,8.545113040874531,4.783268509901963,2.8438525199890137,3.6323297023773193,3762.0,3.3221418857574463,11.207763758572666,8.6454806984245,4.781776850564139,2.8444652557373047,3.622046947479248,2723.0,3.3290628728412446,11.044711766924177,8.513542838323684,4.797346106029692,2.8622214794158936,3.6685590744018555,2981.0
3.309016532402534,11.102954344315963,8.545113040874531,4.783268509901963,2.8438525199890137,3.6323297023773193,3762.0,3.3221418857574463,11.207763758572666,8.6454806984245,4.781776850564139,2.8444652557373047,3.622046947479248,2723.0,3.3290628728412446,11.044711766924177,8.513542838323684,4.797346106029692,2.8622214794158936,3.6685590744018555,2981.0
3.309016532402534,11.102954344315963,8.545113040874531,4.783268509901963,2.8438525199890137,3.6323297023773193,3762.0,3.3221418857574463,11.207763758572666,8.6454806984245,4.781776850564139,2.8444652557373047,3.622046947479248,2723.0,3.3290628728412446,11.044711766924177,8.513542838323684,4.797346106029692,2.8622214794158936,3.6685590744018555,2981.0
3.2379744566880264,11.27579661282626,8.340939866103135,4.682283512957684,2.823953628540039,3.534663677215576,2700.0,3.251977271538276,11.381274245621322,8.44062220338103,4.679959478006735,2.8241114616394043,3.5279531478881836,2009.0,3.265403958729335,11.219285556248256,8.308619172232492,4.695724796113514,2.8367276191711426,3.559764862060547,2136.0
3.2379744566880264,11.27579661282626,8.340939866103135,4.682283512957684,2.823953628540039,3.534663677215576,2700.0,3.251977271538276,11.381274245621322,8.44062220338103,4.679959478006735,2.8241114616394043,3.5279531478881836,2009.0,3.265403958729335,11.219285556248256,8.308619172232492,4.695724796113514,2.8367276191711426,3.559764862060547,2136.0
3.2379744566880264,11.27579661282626,8.340939866103135,4.682283512957684,2.823953628540039,3.534663677215576,2700.0,3.251977271538276,11.381274245621322,8.44062220338103,4.679959478006735,2.8241114616394043,3.5279531478881836,2009.0,3.265403958729335,11.219285556248256,8.308619172232492,4.695724796113514,2.8367276191711426,3.559764862060547,2136.0
3.2379744566880264,11.27579661282626,8.340939866103135,4.682283512957684,2.823953628540039,3.534663677215576,2700.0,3.251977271538276,11.381274245621322,8.44062220338103,4.679959478006735,2.8241114616394043,3.5279531478881836,2009.0,3.265403958729335,11.219285556248256,8.308619172232492,4.695724796113514,2.8367276191711426,3.559764862060547,2136.0
3.1718707703924798,11.4241173137318,8.150250855978433,4.588508628250716,2.881633758544922,3.665982723236084,2054.0,3.1958833669687245,11.530375520285073,8.249039677211217,4.585230937561431,2.8778812885284424,3.652271032333374,1489.0,3.196852647690546,11.367683601379394,8.11747681753976,4.602251543317522,2.8931498527526855,3.682044744491577,1719.0
3.1718707703924798,11.4241173137318,8.150250855978433,4.588508628250716,2.881633758544922,3.665982723236084,2054.0,3.1958833669687245,11.530375520285073,8.249039677211217,4.585230937561431,2.8778812885284424,3.652271032333374,1489.0,3.196852647690546,11.367683601379394,8.11747681753976,4.602251543317522,2.8931498527526855,3.682044744491577,1719.0
3.1718707703924798,11.4241173137318,8.150250855978433,4.588508628250716,2.881633758544922,3.665982723236084,2054.0,3.1958833669687245,11.530375520285073,8.249039677211217,4.585230937561431,2.8778812885284424,3.652271032333374,1489.0,3.196852647690546,11.367683601379394,8.11747681753976,4.602251543317522,2.8931498527526855,3.682044744491577,1719.0
3.1718707703924798,11.4241173137318,8.150250855978433,4.588508628250716,2.881633758544922,3.665982723236084,2054.0,3.1958833669687245,11.530375520285073,8.249039677211217,4.585230937561431,2.8778812885284424,3.652271032333374,1489.0,3.196852647690546,11.367683601379394,8.11747681753976,4.602251543317522,2.8931498527526855,3.682044744491577,1719.0
3.0973837579999652,11.706174904959543,7.812521758636871,4.371616185175908,2.913831949234009,3.700075626373291,1789.0,3.1347398689814976,11.813696380714317,7.910851431512214,4.367685111157305,2.91058087348938,3.68945574760437,1318.0,3.1276677449544272,11.64385385059175,7.78422357468378,4.389807074410575,2.926029682159424,3.7187700271606445,1534.0
3.0973837579999652,11.706174904959543,7.812521758636871,4.371616185175908,2.913831949234009,3.700075626373291,1789.0,3.1347398689814976,11.813696380714317,7.910851431512214,4.367685111157305,2.91058087348938,3.68945574760437,1318.0,3.1276677449544272,11.64385385059175,7.78422357468378,4.389807074410575,2.926029682159424,3.7187700271606445,1534.0
3.0973837579999652,11.706174904959543,7.812521758636871,4.371616185175908,2.913831949234009,3.700075626373291,1789.0,3.1347398689814976,11.813696380714317,7.910851431512214,4.367685111157305,2.91058087348938,3.68945574760437,1318.0,3.1276677449544272,11.64385385059175,7.78422357468378,4.389807074410575,2.926029682159424,3.7187700271606445,1534.0
3.0973837579999652,11.706174904959543,7.812521758636871,4.371616185175908,2.913831949234009,3.700075626373291,1789.0,3.1347398689814976,11.813696380714317,7.910851431512214,4.367685111157305,2.91058087348938,3.68945574760437,1318.0,3.1276677449544272,11.64385385059175,7.78422357468378,4.389807074410575,2.926029682159424,3.7187700271606445,1534.0
3.0988584945728253,11.863794019624784,7.666628617125673,4.2800053658423485,2.940699577331543,3.7385334968566895,1619.0,3.1490433129397304,11.971665900094168,7.764864728357884,4.275585134927328,2.937765121459961,3.7279863357543945,1227.0,3.134719294593448,11.801946721758162,7.639245900653657,4.298950449625651,2.950096368789673,3.7486977577209473,1372.0
3.0988584945728253,11.863794019624784,7.666628617125673,4.2800053658423485,2.940699577331543,3.7385334968566895,1619.0,3.1490433129397304,11.971665900094168,7.764864728357884,4.275585134927328,2.937765121459961,3.7279863357543945,1227.0,3.134719294593448,11.801946721758162,7.639245900653657,4.298950449625651,2.950096368789673,3.7486977577209473,1372.0
3.0988584945728253,11.863794019624784,7.666628617125673,4.2800053658423485,2.940699577331543,3.7385334968566895,1619.0,3.1490433129397304,11.971665900094168,7.764864728357884,4.275585134927328,2.937765121459961,3.7279863357543945,1227.0,3.134719294593448,11.801946721758162,7.639245900653657,4.298950449625651,2.950096368789673,3.7486977577209473,1372.0
