train_contrastive_loss,train_log_likelihood,train_entropy,train_b_diversity,train_c_diversity,train_diversity,train_n_unique_codewords,train_similarity,dev_contrastive_loss,dev_log_likelihood,dev_entropy,dev_b_diversity,dev_c_diversity,dev_diversity,dev_n_unique_codewords,dev_similarity,test_contrastive_loss,test_log_likelihood,test_entropy,test_b_diversity,test_c_diversity,test_diversity,test_n_unique_codewords,test_similarity
4.168542203036222,-120.89455752682376,9.982401498571619,5.509265294013085,3.1606249809265137,4.611038684844971,2922.0,0.0004513507301453501,4.167130184173584,-120.79103131975447,10.084947085690189,5.509256867000035,3.153186798095703,4.588658332824707,2309.0,0.0004513507301453501,4.1670201210748585,-120.94633120582218,9.932939384097144,5.50938523610433,3.1780459880828857,4.649723052978516,2535.0,0.0004513507301453501
4.127670243498567,-120.53537304370434,9.978852143225732,5.507687098020083,3.041961908340454,4.343932151794434,2384.0,0.0004521423834376037,4.128314684582995,-120.43220363468319,10.081391478204107,5.507659498437659,3.036393642425537,4.326558589935303,1890.0,0.0004521423834376037,4.134175854637509,-120.58696761358352,9.929415148780459,5.5078110558646065,3.0612590312957764,4.39185905456543,2087.0,0.0004521423834376037
4.127670243498567,-120.53537304370434,9.978852143225732,5.507687098020083,3.041961908340454,4.343932151794434,2384.0,0.0004521423834376037,4.128314684582995,-120.43220363468319,10.081391478204107,5.507659498437659,3.036393642425537,4.326558589935303,1890.0,0.0004521423834376037,4.134175854637509,-120.58696761358352,9.929415148780459,5.5078110558646065,3.0612590312957764,4.39185905456543,2087.0,0.0004521423834376037
4.127670243498567,-120.53537304370434,9.978852143225732,5.507687098020083,3.041961908340454,4.343932151794434,2384.0,0.0004521423834376037,4.128314684582995,-120.43220363468319,10.081391478204107,5.507659498437659,3.036393642425537,4.326558589935303,1890.0,0.0004521423834376037,4.134175854637509,-120.58696761358352,9.929415148780459,5.5078110558646065,3.0612590312957764,4.39185905456543,2087.0,0.0004521423834376037
4.0173886633538585,-117.12199249267579,9.966992628419554,5.485961980943556,2.3682141304016113,3.7714436054229736,690.0,0.00046092100092209876,4.014960204161607,-117.01910677823153,10.069522587664716,5.485888156643162,2.365511178970337,3.7615933418273926,576.0,0.00046092100092209876,4.018824722653344,-117.16957673572358,9.917603883289155,5.486085473923456,2.3818771839141846,3.8020100593566895,652.0,0.00046092100092209876
4.0173886633538585,-117.12199249267579,9.966992628419554,5.485961980943556,2.3682141304016113,3.7714436054229736,690.0,0.00046092100092209876,4.014960204161607,-117.01910677823153,10.069522587664716,5.485888156643162,2.365511178970337,3.7615933418273926,576.0,0.00046092100092209876,4.018824722653344,-117.16957673572358,9.917603883289155,5.486085473923456,2.3818771839141846,3.8020100593566895,652.0,0.00046092100092209876
4.0173886633538585,-117.12199249267579,9.966992628419554,5.485961980943556,2.3682141304016113,3.7714436054229736,690.0,0.00046092100092209876,4.014960204161607,-117.01910677823153,10.069522587664716,5.485888156643162,2.365511178970337,3.7615933418273926,576.0,0.00046092100092209876,4.018824722653344,-117.16957673572358,9.917603883289155,5.486085473923456,2.3818771839141846,3.8020100593566895,652.0,0.00046092100092209876
4.0173886633538585,-117.12199249267579,9.966992628419554,5.485961980943556,2.3682141304016113,3.7714436054229736,690.0,0.00046092100092209876,4.014960204161607,-117.01910677823153,10.069522587664716,5.485888156643162,2.365511178970337,3.7615933418273926,576.0,0.00046092100092209876,4.018824722653344,-117.16957673572358,9.917603883289155,5.486085473923456,2.3818771839141846,3.8020100593566895,652.0,0.00046092100092209876
3.898543594409893,-108.51235662683264,9.523702680909789,5.1856070419410605,1.5580990314483643,2.3065130710601807,248.0,0.0005060492549091578,3.9041681072928687,-108.41046523057021,9.627416833654626,5.187100515737162,1.5535109043121338,2.295626640319824,205.0,0.0005060492549091578,3.9012961296808153,-108.55836116245814,9.4792266754877,5.188908458891369,1.5629041194915771,2.322141170501709,229.0,0.0005060492549091578
3.898543594409893,-108.51235662683264,9.523702680909789,5.1856070419410605,1.5580990314483643,2.3065130710601807,248.0,0.0005060492549091578,3.9041681072928687,-108.41046523057021,9.627416833654626,5.187100515737162,1.5535109043121338,2.295626640319824,205.0,0.0005060492549091578,3.9012961296808153,-108.55836116245814,9.4792266754877,5.188908458891369,1.5629041194915771,2.322141170501709,229.0,0.0005060492549091578
