train_contrastive_loss,train_log_likelihood,train_entropy,train_b_diversity,train_c_diversity,train_diversity,train_n_unique_codewords,train_similarity,train_mlm_loss,train_ts_loss,dev_contrastive_loss,dev_log_likelihood,dev_entropy,dev_b_diversity,dev_c_diversity,dev_diversity,dev_n_unique_codewords,dev_similarity,dev_mlm_loss,dev_ts_loss,test_contrastive_loss,test_log_likelihood,test_entropy,test_b_diversity,test_c_diversity,test_diversity,test_n_unique_codewords,test_similarity,test_mlm_loss,test_ts_loss
4.162822036000041,10.250859681662027,9.903037395725002,5.532043938822561,4.12808084487915,6.024738788604736,12635.0,0.0004513507301453501,1.6377927606756038,5.800614796675645,4.167322913083163,10.353372930551505,10.005529242676573,5.532018522782759,4.119245529174805,5.987457275390625,9472.0,0.0004513507301453501,1.640883209178974,5.8082061222621375,4.162236336299351,10.201235680353074,9.85378364381336,5.532335322243827,4.1540679931640625,6.065511226654053,9968.0,0.0004513507301453501,1.687022606531779,5.84925894283113
4.093520607886377,10.236164122742492,9.918897509884525,5.534704296310227,4.187666893005371,6.204480171203613,13378.0,0.00045120014692656696,1.6615608075996497,5.755081415486027,4.094717860531497,10.338637443641563,10.02144353049142,5.534688196553812,4.179677486419678,6.170114517211914,10013.0,0.00045120014692656696,1.636153000670594,5.73087086120209,4.09739952541533,10.186742146809896,9.869450460161481,5.534917904081799,4.214412212371826,6.247895240783691,10560.0,0.00045120014692656696,1.704273609887986,5.801673135303316
4.093520607886377,10.236164122742492,9.918897509884525,5.534704296310227,4.187666893005371,6.204480171203613,13378.0,0.00045120014692656696,1.6615608075996497,5.755081415486027,4.094717860531497,10.338637443641563,10.02144353049142,5.534688196553812,4.179677486419678,6.170114517211914,10013.0,0.00045120014692656696,1.636153000670594,5.73087086120209,4.09739952541533,10.186742146809896,9.869450460161481,5.534917904081799,4.214412212371826,6.247895240783691,10560.0,0.00045120014692656696,1.704273609887986,5.801673135303316
4.093520607886377,10.236164122742492,9.918897509884525,5.534704296310227,4.187666893005371,6.204480171203613,13378.0,0.00045120014692656696,1.6615608075996497,5.755081415486027,4.094717860531497,10.338637443641563,10.02144353049142,5.534688196553812,4.179677486419678,6.170114517211914,10013.0,0.00045120014692656696,1.636153000670594,5.73087086120209,4.09739952541533,10.186742146809896,9.869450460161481,5.534917904081799,4.214412212371826,6.247895240783691,10560.0,0.00045120014692656696,1.704273609887986,5.801673135303316
3.887220758586735,10.280183242203353,9.773660372449205,5.438349084730272,4.10529088973999,6.134352684020996,14378.0,0.00044255348620936275,1.6059583267608246,5.49317908534756,3.8952568339062976,10.383464971765296,9.874600623489975,5.437565898895263,4.105201244354248,6.1090545654296875,10703.0,0.00044255348620936275,1.6052675240999692,5.500524358006267,3.8855010282425653,10.229530697777157,9.726965241205125,5.440668292272658,4.135185718536377,6.1822099685668945,11298.0,0.00044255348620936275,1.6448080937067668,5.530309121949332
3.887220758586735,10.280183242203353,9.773660372449205,5.438349084730272,4.10529088973999,6.134352684020996,14378.0,0.00044255348620936275,1.6059583267608246,5.49317908534756,3.8952568339062976,10.383464971765296,9.874600623489975,5.437565898895263,4.105201244354248,6.1090545654296875,10703.0,0.00044255348620936275,1.6052675240999692,5.500524358006267,3.8855010282425653,10.229530697777157,9.726965241205125,5.440668292272658,4.135185718536377,6.1822099685668945,11298.0,0.00044255348620936275,1.6448080937067668,5.530309121949332
3.887220758586735,10.280183242203353,9.773660372449205,5.438349084730272,4.10529088973999,6.134352684020996,14378.0,0.00044255348620936275,1.6059583267608246,5.49317908534756,3.8952568339062976,10.383464971765296,9.874600623489975,5.437565898895263,4.105201244354248,6.1090545654296875,10703.0,0.00044255348620936275,1.6052675240999692,5.500524358006267,3.8855010282425653,10.229530697777157,9.726965241205125,5.440668292272658,4.135185718536377,6.1822099685668945,11298.0,0.00044255348620936275,1.6448080937067668,5.530309121949332
3.887220758586735,10.280183242203353,9.773660372449205,5.438349084730272,4.10529088973999,6.134352684020996,14378.0,0.00044255348620936275,1.6059583267608246,5.49317908534756,3.8952568339062976,10.383464971765296,9.874600623489975,5.437565898895263,4.105201244354248,6.1090545654296875,10703.0,0.00044255348620936275,1.6052675240999692,5.500524358006267,3.8855010282425653,10.229530697777157,9.726965241205125,5.440668292272658,4.135185718536377,6.1822099685668945,11298.0,0.00044255348620936275,1.6448080937067668,5.530309121949332
3.762591353949014,10.306237025075145,9.706762100814224,5.402638663254775,3.6052298545837402,5.211408615112305,12084.0,0.0004009478725492954,1.2255806421304678,4.9881719960794815,3.77020390931662,10.409198384470754,9.80835000075303,5.4026285245821075,3.6056506633758545,5.193890571594238,8640.0,0.0004009478725492954,1.2317618493909959,5.001965758707616,3.759688379651024,10.253695951189314,9.6654998143514,5.408392370314825,3.626833915710449,5.250377178192139,9159.0,0.0004009478725492954,1.2542790674027942,5.013967447053818
3.762591353949014,10.306237025075145,9.706762100814224,5.402638663254775,3.6052298545837402,5.211408615112305,12084.0,0.0004009478725492954,1.2255806421304678,4.9881719960794815,3.77020390931662,10.409198384470754,9.80835000075303,5.4026285245821075,3.6056506633758545,5.193890571594238,8640.0,0.0004009478725492954,1.2317618493909959,5.001965758707616,3.759688379651024,10.253695951189314,9.6654998143514,5.408392370314825,3.626833915710449,5.250377178192139,9159.0,0.0004009478725492954,1.2542790674027942,5.013967447053818
