train_contrastive_loss,train_mlm_loss,train_ts_loss,train_log_likelihood,train_entropy,train_b_diversity,train_c_diversity,train_diversity,train_n_unique_codewords,train_similarity,dev_contrastive_loss,dev_mlm_loss,dev_ts_loss,dev_log_likelihood,dev_entropy,dev_b_diversity,dev_c_diversity,dev_diversity,dev_n_unique_codewords,dev_similarity,test_contrastive_loss,test_mlm_loss,test_ts_loss,test_log_likelihood,test_entropy,test_b_diversity,test_c_diversity,test_diversity,test_n_unique_codewords,test_similarity
4.162822116505016,1.637792800308822,5.800614916813838,10.2508598401949,9.903036444527762,5.532044096116896,4.12808084487915,6.024738788604736,12635.0,0.00045135075924918056,4.16732323014891,1.640883209178974,5.8082064393278845,10.35337324761725,10.00552892313375,5.532018522782759,4.119245529174805,5.987457752227783,9472.0,0.00045135075924918056,4.162236336299351,1.6870227155231294,5.8492590518224805,10.201235970996676,9.853783062526158,5.532335799080985,4.1540679931640625,6.065511226654053,9968.0,0.00045135075924918056
4.085707342469847,1.581601416600215,5.667308759070062,10.2540895164787,9.898054769441679,5.530499957443832,4.066981315612793,5.914858818054199,12480.0,0.000451193714980036,4.087649409801929,1.5563499363985929,5.643999346200522,10.356626743465275,10.000502435263101,5.530461686617368,4.058874130249023,5.879852294921875,9318.0,0.000451193714980036,4.090131360008603,1.6246706235976447,5.714801983606248,10.204407255990164,9.84888679867699,5.530834043593634,4.09633731842041,5.9622344970703125,9834.0,0.000451193714980036
4.085707342469847,1.581601416600215,5.667308759070062,10.2540895164787,9.898054769441679,5.530499957443832,4.066981315612793,5.914858818054199,12480.0,0.000451193714980036,4.087649409801929,1.5563499363985929,5.643999346200522,10.356626743465275,10.000502435263101,5.530461686617368,4.058874130249023,5.879852294921875,9318.0,0.000451193714980036,4.090131360008603,1.6246706235976447,5.714801983606248,10.204407255990164,9.84888679867699,5.530834043593634,4.09633731842041,5.9622344970703125,9834.0,0.000451193714980036
4.085707342469847,1.581601416600215,5.667308759070062,10.2540895164787,9.898054769441679,5.530499957443832,4.066981315612793,5.914858818054199,12480.0,0.000451193714980036,4.087649409801929,1.5563499363985929,5.643999346200522,10.356626743465275,10.000502435263101,5.530461686617368,4.058874130249023,5.879852294921875,9318.0,0.000451193714980036,4.090131360008603,1.6246706235976447,5.714801983606248,10.204407255990164,9.84888679867699,5.530834043593634,4.09633731842041,5.9622344970703125,9834.0,0.000451193714980036
3.842149206260582,1.642025174723043,5.4841743809836245,10.504192307707552,9.537562568466385,5.305019368753805,3.5295157432556152,4.8880438804626465,9574.0,0.0004439351614564657,3.8432036839522326,1.6378253952249304,5.481029079177163,10.60877739547135,9.639173220349596,5.3048741167241875,3.5210766792297363,4.856762409210205,6874.0,0.0004439351614564657,3.841459437779018,1.6813349360511416,5.522794373830159,10.449761681329637,9.49456421988351,5.309850370316278,3.560029983520508,4.942986488342285,7285.0,0.0004439351614564657
3.842149206260582,1.642025174723043,5.4841743809836245,10.504192307707552,9.537562568466385,5.305019368753805,3.5295157432556152,4.8880438804626465,9574.0,0.0004439351614564657,3.8432036839522326,1.6378253952249304,5.481029079177163,10.60877739547135,9.639173220349596,5.3048741167241875,3.5210766792297363,4.856762409210205,6874.0,0.0004439351614564657,3.841459437779018,1.6813349360511416,5.522794373830159,10.449761681329637,9.49456421988351,5.309850370316278,3.560029983520508,4.942986488342285,7285.0,0.0004439351614564657
3.842149206260582,1.642025174723043,5.4841743809836245,10.504192307707552,9.537562568466385,5.305019368753805,3.5295157432556152,4.8880438804626465,9574.0,0.0004439351614564657,3.8432036839522326,1.6378253952249304,5.481029079177163,10.60877739547135,9.639173220349596,5.3048741167241875,3.5210766792297363,4.856762409210205,6874.0,0.0004439351614564657,3.841459437779018,1.6813349360511416,5.522794373830159,10.449761681329637,9.49456421988351,5.309850370316278,3.560029983520508,4.942986488342285,7285.0,0.0004439351614564657
3.842149206260582,1.642025174723043,5.4841743809836245,10.504192307707552,9.537562568466385,5.305019368753805,3.5295157432556152,4.8880438804626465,9574.0,0.0004439351614564657,3.8432036839522326,1.6378253952249304,5.481029079177163,10.60877739547135,9.639173220349596,5.3048741167241875,3.5210766792297363,4.856762409210205,6874.0,0.0004439351614564657,3.841459437779018,1.6813349360511416,5.522794373830159,10.449761681329637,9.49456421988351,5.309850370316278,3.560029983520508,4.942986488342285,7285.0,0.0004439351614564657
3.5904341759619776,2.4291200786441953,6.019554254606173,10.774848303856787,8.968599183218819,4.920509795399456,3.284231662750244,4.376450538635254,6764.0,0.0004101473605260253,3.5882906727976613,2.427666731004591,6.015957403802252,10.880367816578259,9.068065985147054,4.919726475802335,3.2781612873077393,4.349419116973877,4784.0,0.0004101473605260253,3.5889174597603932,2.4412299655732657,6.030147425333659,10.715955216544016,8.939748246329172,4.937671311696371,3.3078808784484863,4.424719333648682,5147.0,0.0004101473605260253
3.5904341759619776,2.4291200786441953,6.019554254606173,10.774848303856787,8.968599183218819,4.920509795399456,3.284231662750244,4.376450538635254,6764.0,0.0004101473605260253,3.5882906727976613,2.427666731004591,6.015957403802252,10.880367816578259,9.068065985147054,4.919726475802335,3.2781612873077393,4.349419116973877,4784.0,0.0004101473605260253,3.5889174597603932,2.4412299655732657,6.030147425333659,10.715955216544016,8.939748246329172,4.937671311696371,3.3078808784484863,4.424719333648682,5147.0,0.0004101473605260253
