train_contrastive_loss,train_mlm_loss,train_ts_loss,train_log_likelihood,train_entropy,train_b_diversity,train_c_diversity,train_diversity,train_n_unique_codewords,train_similarity,dev_contrastive_loss,dev_mlm_loss,dev_ts_loss,dev_log_likelihood,dev_entropy,dev_b_diversity,dev_c_diversity,dev_diversity,dev_n_unique_codewords,dev_similarity,test_contrastive_loss,test_mlm_loss,test_ts_loss,test_log_likelihood,test_entropy,test_b_diversity,test_c_diversity,test_diversity,test_n_unique_codewords,test_similarity
4.16865407274915,2.2257358643915746,6.3943899371407245,-120.89455752682376,9.982401498571619,5.509280196103183,3.1606249809265137,4.611038684844971,2922.0,0.0004513507301453501,4.166807476885907,2.2236246728277824,6.390432149713689,-120.79103131975447,10.084947085690189,5.509256867000035,3.153186798095703,4.588658332824707,2309.0,0.0004513507301453501,4.167594650813512,2.239087574822562,6.406682225636073,-120.94633120582218,9.932939384097144,5.50938523610433,3.1780459880828857,4.649723052978516,2535.0,0.0004513507301453501
4.131624266389128,2.0504684584481376,6.182092724837266,-120.53495017708121,9.978783694180576,5.507712942594058,3.057845115661621,4.374339580535889,2383.0,0.00045217954902909696,4.129719845660321,2.054213524484015,6.183933370144336,-120.43178863525391,10.081323809437938,5.507685428470761,3.05281925201416,4.3584747314453125,1910.0,0.00045217954902909696,4.133195300329299,2.05227838243757,6.185473682766869,-120.58655860537574,9.929353377932594,5.507837263743083,3.0772299766540527,4.42181396484375,2102.0,0.00045217954902909696
4.131624266389128,2.0504684584481376,6.182092724837266,-120.53495017708121,9.978783694180576,5.507712942594058,3.057845115661621,4.374339580535889,2383.0,0.00045217954902909696,4.129719845660321,2.054213524484015,6.183933370144336,-120.43178863525391,10.081323809437938,5.507685428470761,3.05281925201416,4.3584747314453125,1910.0,0.00045217954902909696,4.133195300329299,2.05227838243757,6.185473682766869,-120.58655860537574,9.929353377932594,5.507837263743083,3.0772299766540527,4.42181396484375,2102.0,0.00045217954902909696
4.131624266389128,2.0504684584481376,6.182092724837266,-120.53495017708121,9.978783694180576,5.507712942594058,3.057845115661621,4.374339580535889,2383.0,0.00045217954902909696,4.129719845660321,2.054213524484015,6.183933370144336,-120.43178863525391,10.081323809437938,5.507685428470761,3.05281925201416,4.3584747314453125,1910.0,0.00045217954902909696,4.133195300329299,2.05227838243757,6.185473682766869,-120.58655860537574,9.929353377932594,5.507837263743083,3.0772299766540527,4.42181396484375,2102.0,0.00045217954902909696
4.035343055601244,2.345242470580262,6.380585526181505,-117.12003689059964,9.966641592050527,5.485698266462847,2.3080577850341797,3.7376184463500977,668.0,0.00046057504368945956,4.033620540817062,2.3478761233292618,6.381496664146324,-117.01718472567471,10.06917034248253,5.4856247914301886,2.3066766262054443,3.7314717769622803,548.0,0.00046057504368945956,4.0343518120901924,2.3682028906685963,6.402554702758788,-117.16754811604818,9.917265247163318,5.485823426927839,2.320146083831787,3.76387882232666,634.0,0.00046057504368945956
4.035343055601244,2.345242470580262,6.380585526181505,-117.12003689059964,9.966641592050527,5.485698266462847,2.3080577850341797,3.7376184463500977,668.0,0.00046057504368945956,4.033620540817062,2.3478761233292618,6.381496664146324,-117.01718472567471,10.06917034248253,5.4856247914301886,2.3066766262054443,3.7314717769622803,548.0,0.00046057504368945956,4.0343518120901924,2.3682028906685963,6.402554702758788,-117.16754811604818,9.917265247163318,5.485823426927839,2.320146083831787,3.76387882232666,634.0,0.00046057504368945956
4.035343055601244,2.345242470580262,6.380585526181505,-117.12003689059964,9.966641592050527,5.485698266462847,2.3080577850341797,3.7376184463500977,668.0,0.00046057504368945956,4.033620540817062,2.3478761233292618,6.381496664146324,-117.01718472567471,10.06917034248253,5.4856247914301886,2.3066766262054443,3.7314717769622803,548.0,0.00046057504368945956,4.0343518120901924,2.3682028906685963,6.402554702758788,-117.16754811604818,9.917265247163318,5.485823426927839,2.320146083831787,3.76387882232666,634.0,0.00046057504368945956
4.035343055601244,2.345242470580262,6.380585526181505,-117.12003689059964,9.966641592050527,5.485698266462847,2.3080577850341797,3.7376184463500977,668.0,0.00046057504368945956,4.033620540817062,2.3478761233292618,6.381496664146324,-117.01718472567471,10.06917034248253,5.4856247914301886,2.3066766262054443,3.7314717769622803,548.0,0.00046057504368945956,4.0343518120901924,2.3682028906685963,6.402554702758788,-117.16754811604818,9.917265247163318,5.485823426927839,2.320146083831787,3.76387882232666,634.0,0.00046057504368945956
3.9143833909715924,1.75320701661048,5.667590407582073,-108.48182380973519,9.475909314836775,5.151671730388294,1.5616002082824707,2.272521734237671,253.0,0.000507104501593858,3.911047108142407,1.7657328060695103,5.6767799142119175,-108.38012215750558,9.579838517424347,5.15340410331627,1.5578386783599854,2.263278007507324,217.0,0.000507104501593858,3.9233286607833135,1.76662681329818,5.6899554740814935,-108.52820521763392,9.431901513962519,5.155250304085868,1.572340726852417,2.298933982849121,226.0,0.000507104501593858
3.9143833909715924,1.75320701661048,5.667590407582073,-108.48182380973519,9.475909314836775,5.151671730388294,1.5616002082824707,2.272521734237671,253.0,0.000507104501593858,3.911047108142407,1.7657328060695103,5.6767799142119175,-108.38012215750558,9.579838517424347,5.15340410331627,1.5578386783599854,2.263278007507324,217.0,0.000507104501593858,3.9233286607833135,1.76662681329818,5.6899554740814935,-108.52820521763392,9.431901513962519,5.155250304085868,1.572340726852417,2.298933982849121,226.0,0.000507104501593858
